Make,Model,Year,Cab Type,Advertised Bed Length,OEM Cab Name,Interior Bed Length (in),Interior Width (in),Wheelhouse Width (in),Bed Depth (in),Wheelbase (in),Bed Construction,Notes
Ram,1500,2023,Regular Cab,8 ft,,,,,,,,
Ram,1500,2023,Regular Cab,6.5 ft,,,,,,,,
Ram,1500,2023,Extended Cab,6 ft,,,,,,,,
Ram,1500,2023,Extended Cab,6.5 ft,,,,,,,,
Ram,1500,2023,Crew Cab,5 ft,,,,,,,,
Ram,1500,2023,Crew Cab,5.5 ft,,,,,,,,
Ram,1500,2023,Crew Cab,5.75 ft,,,,,,,,
Ram,1500,2023,Crew Cab,6.5 ft,,,,,,,,
Ram,1500,2024,Regular Cab,8 ft,,,,,,,,
Ram,1500,2024,Regular Cab,6.5 ft,,,,,,,,
Ram,1500,2024,Extended Cab,6 ft,,,,,,,,
Ram,1500,2024,Extended Cab,6.5 ft,,,,,,,,
Ram,1500,2024,Crew Cab,5 ft,,,,,,,,
Ram,1500,2024,Crew Cab,5.5 ft,,,,,,,,
Ram,1500,2024,Crew Cab,5.75 ft,,,,,,,,
Ram,1500,2024,Crew Cab,6.5 ft,,,,,,,,
Ram,1500,2025,Regular Cab,8 ft,,,,,,,,
Ram,1500,2025,Regular Cab,6.5 ft,,,,,,,,
Ram,1500,2025,Extended Cab,6 ft,,,,,,,,
Ram,1500,2025,Extended Cab,6.5 ft,,,,,,,,
Ram,1500,2025,Crew Cab,5 ft,,,,,,,,
Ram,1500,2025,Crew Cab,5.5 ft,,,,,,,,
Ram,1500,2025,Crew Cab,5.75 ft,,,,,,,,
Ram,1500,2025,Crew Cab,6.5 ft,,,,,,,,
Ram,1500,2026,Regular Cab,8 ft,,,,,,,,
Ram,1500,2026,Regular Cab,6.5 ft,,,,,,,,
Ram,1500,2026,Extended Cab,6 ft,,,,,,,,
Ram,1500,2026,Extended Cab,6.5 ft,,,,,,,,
Ram,1500,2026,Crew Cab,5 ft,,,,,,,,
Ram,1500,2026,Crew Cab,5.5 ft,,,,,,,,
Ram,1500,2026,Crew Cab,5.75 ft,,,,,,,,
Ram,1500,2026,Crew Cab,6.5 ft,,,,,,,,
Ram,2500,2010,Regular Cab,8 ft,,,,,,,,
Ram,2500,2010,Regular Cab,6.5 ft,,,,,,,,
Ram,2500,2010,Extended Cab,6 ft,,,,,,,,
Ram,2500,2010,Extended Cab,6.5 ft,,,,,,,,
Ram,2500,2010,Crew Cab,5 ft,,,,,,,,
Ram,2500,2010,Crew Cab,5.5 ft,,,,,,,,
Ram,2500,2010,Crew Cab,5.75 ft,,,,,,,,
Ram,2500,2010,Crew Cab,6.5 ft,,,,,,,,
Ram,2500,2011,Regular Cab,8 ft,,,,,,,,
Ram,2500,2011,Regular Cab,6.5 ft,,,,,,,,
Ram,2500,2011,Extended Cab,6 ft,,,,,,,,
Ram,2500,2011,Extended Cab,6.5 ft,,,,,,,,
Ram,2500,2011,Crew Cab,5 ft,,,,,,,,
Ram,2500,2011,Crew Cab,5.5 ft,,,,,,,,
Ram,2500,2011,Crew Cab,5.75 ft,,,,,,,,
Ram,2500,2011,Crew Cab,6.5 ft,,,,,,,,
Ram,2500,2012,Regular Cab,8 ft,,,,,,,,
Ram,2500,2012,Regular Cab,6.5 ft,,,,,,,,
Ram,2500,2012,Extended Cab,6 ft,,,,,,,,
Ram,2500,2012,Extended Cab,6.5 ft,,,,,,,,
Ram,2500,2012,Crew Cab,5 ft,,,,,,,,
Ram,2500,2012,Crew Cab,5.5 ft,,,,,,,,
Ram,2500,2012,Crew Cab,5.75 ft,,,,,,,,
Ram,2500,2012,Crew Cab,6.5 ft,,,,,,,,
Ram,2500,2013,Regular Cab,8 ft,,,,,,,,
Ram,2500,2013,Regular Cab,6.5 ft,,,,,,,,
Ram,2500,2013,Extended Cab,6 ft,,,,,,,,
Ram,2500,2013,Extended Cab,6.5 ft,,,,,,,,
Ram,2500,2013,Crew Cab,5 ft,,,,,,,,
Ram,2500,2013,Crew Cab,5.5 ft,,,,,,,,
Ram,2500,2013,Crew Cab,5.75 ft,,,,,,,,
Ram,2500,2013,Crew Cab,6.5 ft,,,,,,,,
Ram,2500,2014,Regular Cab,8 ft,,,,,,,,
Ram,2500,2014,Regular Cab,6.5 ft,,,,,,,,
Ram,2500,2014,Extended Cab,6 ft,,,,,,,,
Ram,2500,2014,Extended Cab,6.5 ft,,,,,,,,
Ram,2500,2014,Crew Cab,5 ft,,,,,,,,
Ram,2500,2014,Crew Cab,5.5 ft,,,,,,,,
Ram,2500,2014,Crew Cab,5.75 ft,,,,,,,,
Ram,2500,2014,Crew Cab,6.5 ft,,,,,,,,
Ram,2500,2015,Regular Cab,8 ft,,,,,,,,
Ram,2500,2015,Regular Cab,6.5 ft,,,,,,,,
Ram,2500,2015,Extended Cab,6 ft,,,,,,,,
Ram,2500,2015,Extended Cab,6.5 ft,,,,,,,,
Ram,2500,2015,Crew Cab,5 ft,,,,,,,,
Ram,2500,2015,Crew Cab,5.5 ft,,,,,,,,
Ram,2500,2015,Crew Cab,5.75 ft,,,,,,,,
Ram,2500,2015,Crew Cab,6.5 ft,,,,,,,,
Ram,2500,2016,Regular Cab,8 ft,,,,,,,,
Ram,2500,2016,Regular Cab,6.5 ft,,,,,,,,
Ram,2500,2016,Extended Cab,6 ft,,,,,,,,
Ram,2500,2016,Extended Cab,6.5 ft,,,,,,,,
Ram,2500,2016,Crew Cab,5 ft,,,,,,,,
Ram,2500,2016,Crew Cab,5.5 ft,,,,,,,,
Ram,2500,2016,Crew Cab,5.75 ft,,,,,,,,
Ram,2500,2016,Crew Cab,6.5 ft,,,,,,,,
Ram,2500,2017,Regular Cab,8 ft,,,,,,,,
Ram,2500,2017,Regular Cab,6.5 ft,,,,,,,,
Ram,2500,2017,Extended Cab,6 ft,,,,,,,,
Ram,2500,2017,Extended Cab,6.5 ft,,,,,,,,
Ram,2500,2017,Crew Cab,5 ft,,,,,,,,
Ram,2500,2017,Crew Cab,5.5 ft,,,,,,,,
Ram,2500,2017,Crew Cab,5.75 ft,,,,,,,,
Ram,2500,2017,Crew Cab,6.5 ft,,,,,,,,
Ram,2500,2018,Regular Cab,8 ft,,,,,,,,
Ram,2500,2018,Regular Cab,6.5 ft,,,,,,,,
Ram,2500,2018,Extended Cab,6 ft,,,,,,,,
Ram,2500,2018,Extended Cab,6.5 ft,,,,,,,,
Ram,2500,2018,Crew Cab,5 ft,,,,,,,,
Ram,2500,2018,Crew Cab,5.5 ft,,,,,,,,
Ram,2500,2018,Crew Cab,5.75 ft,,,,,,,,
Ram,2500,2018,Crew Cab,6.5 ft,,,,,,,,
Ram,2500,2019,Regular Cab,8 ft,,,,,,,,
Ram,2500,2019,Regular Cab,6.5 ft,,,,,,,,
Ram,2500,2019,Extended Cab,6 ft,,,,,,,,
Ram,2500,2019,Extended Cab,6.5 ft,,,,,,,,
Ram,2500,2019,Crew Cab,5 ft,,,,,,,,
Ram,2500,2019,Crew Cab,5.5 ft,,,,,,,,
Ram,2500,2019,Crew Cab,5.75 ft,,,,,,,,
Ram,2500,2019,Crew Cab,6.5 ft,,,,,,,,
Ram,2500,2020,Regular Cab,8 ft,,,,,,,,
Ram,2500,2020,Regular Cab,6.5 ft,,,,,,,,
Ram,2500,2020,Extended Cab,6 ft,,,,,,,,
Ram,2500,2020,Extended Cab,6.5 ft,,,,,,,,
Ram,2500,2020,Crew Cab,5 ft,,,,,,,,
Ram,2500,2020,Crew Cab,5.5 ft,,,,,,,,
Ram,2500,2020,Crew Cab,5.75 ft,,,,,,,,
Ram,2500,2020,Crew Cab,6.5 ft,,,,,,,,
Ram,2500,2021,Regular Cab,8 ft,,,,,,,,
Ram,2500,2021,Regular Cab,6.5 ft,,,,,,,,
Ram,2500,2021,Extended Cab,6 ft,,,,,,,,
Ram,2500,2021,Extended Cab,6.5 ft,,,,,,,,
Ram,2500,2021,Crew Cab,5 ft,,,,,,,,
Ram,2500,2021,Crew Cab,5.5 ft,,,,,,,,
Ram,2500,2021,Crew Cab,5.75 ft,,,,,,,,
Ram,2500,2021,Crew Cab,6.5 ft,,,,,,,,
Ram,2500,2022,Regular Cab,8 ft,,,,,,,,
Ram,2500,2022,Regular Cab,6.5 ft,,,,,,,,
Ram,2500,2022,Extended Cab,6 ft,,,,,,,,
Ram,2500,2022,Extended Cab,6.5 ft,,,,,,,,
Ram,2500,2022,Crew Cab,5 ft,,,,,,,,
Ram,2500,2022,Crew Cab,5.5 ft,,,,,,,,
Ram,2500,2022,Crew Cab,5.75 ft,,,,,,,,
Ram,2500,2022,Crew Cab,6.5 ft,,,,,,,,
Ram,2500,2023,Regular Cab,8 ft,,,,,,,,
Ram,2500,2023,Regular Cab,6.5 ft,,,,,,,,
Ram,2500,2023,Extended Cab,6 ft,,,,,,,,
Ram,2500,2023,Extended Cab,6.5 ft,,,,,,,,
Ram,2500,2023,Crew Cab,5 ft,,,,,,,,
Ram,2500,2023,Crew Cab,5.5 ft,,,,,,,,
Ram,2500,2023,Crew Cab,5.75 ft,,,,,,,,
Ram,2500,2023,Crew Cab,6.5 ft,,,,,,,,
Ram,2500,2024,Regular Cab,8 ft,,,,,,,,
Ram,2500,2024,Regular Cab,6.5 ft,,,,,,,,
Ram,2500,2024,Extended Cab,6 ft,,,,,,,,
Ram,2500,2024,Extended Cab,6.5 ft,,,,,,,,
Ram,2500,2024,Crew Cab,5 ft,,,,,,,,
Ram,2500,2024,Crew Cab,5.5 ft,,,,,,,,
Ram,2500,2024,Crew Cab,5.75 ft,,,,,,,,
Ram,2500,2024,Crew Cab,6.5 ft,,,,,,,,
Ram,2500,2025,Regular Cab,8 ft,,,,,,,,
Ram,2500,2025,Regular Cab,6.5 ft,,,,,,,,
Ram,2500,2025,Extended Cab,6 ft,,,,,,,,
Ram,2500,2025,Extended Cab,6.5 ft,,,,,,,,
Ram,2500,2025,Crew Cab,5 ft,,,,,,,,
Ram,2500,2025,Crew Cab,5.5 ft,,,,,,,,
Ram,2500,2025,Crew Cab,5.75 ft,,,,,,,,
Ram,2500,2025,Crew Cab,6.5 ft,,,,,,,,
Ram,2500,2026,Regular Cab,8 ft,,,,,,,,
Ram,2500,2026,Regular Cab,6.5 ft,,,,,,,,
Ram,2500,2026,Extended Cab,6 ft,,,,,,,,
Ram,2500,2026,Extended Cab,6.5 ft,,,,,,,,
Ram,2500,2026,Crew Cab,5 ft,,,,,,,,
Ram,2500,2026,Crew Cab,5.5 ft,,,,,,,,
Ram,2500,2026,Crew Cab,5.75 ft,,,,,,,,
Ram,2500,2026,Crew Cab,6.5 ft,,,,,,,,
Ram,3500,2010,Regular Cab,8 ft,,,,,,,,
Ram,3500,2010,Regular Cab,6.5 ft,,,,,,,,
Ram,3500,2010,Extended Cab,6 ft,,,,,,,,
Ram,3500,2010,Extended Cab,6.5 ft,,,,,,,,
Ram,3500,2010,Crew Cab,5 ft,,,,,,,,
Ram,3500,2010,Crew Cab,5.5 ft,,,,,,,,
Ram,3500,2010,Crew Cab,5.75 ft,,,,,,,,
Ram,3500,2010,Crew Cab,6.5 ft,,,,,,,,
Ram,3500,2011,Regular Cab,8 ft,,,,,,,,
Ram,3500,2011,Regular Cab,6.5 ft,,,,,,,,
Ram,3500,2011,Extended Cab,6 ft,,,,,,,,
Ram,3500,2011,Extended Cab,6.5 ft,,,,,,,,
Ram,3500,2011,Crew Cab,5 ft,,,,,,,,
Ram,3500,2011,Crew Cab,5.5 ft,,,,,,,,
Ram,3500,2011,Crew Cab,5.75 ft,,,,,,,,
Ram,3500,2011,Crew Cab,6.5 ft,,,,,,,,
Ram,3500,2012,Regular Cab,8 ft,,,,,,,,
Ram,3500,2012,Regular Cab,6.5 ft,,,,,,,,
Ram,3500,2012,Extended Cab,6 ft,,,,,,,,
Ram,3500,2012,Extended Cab,6.5 ft,,,,,,,,
Ram,3500,2012,Crew Cab,5 ft,,,,,,,,
Ram,3500,2012,Crew Cab,5.5 ft,,,,,,,,
Ram,3500,2012,Crew Cab,5.75 ft,,,,,,,,
Ram,3500,2012,Crew Cab,6.5 ft,,,,,,,,
Ram,3500,2013,Regular Cab,8 ft,,,,,,,,
Ram,3500,2013,Regular Cab,6.5 ft,,,,,,,,
Ram,3500,2013,Extended Cab,6 ft,,,,,,,,
Ram,3500,2013,Extended Cab,6.5 ft,,,,,,,,
Ram,3500,2013,Crew Cab,5 ft,,,,,,,,
Ram,3500,2013,Crew Cab,5.5 ft,,,,,,,,
Ram,3500,2013,Crew Cab,5.75 ft,,,,,,,,
Ram,3500,2013,Crew Cab,6.5 ft,,,,,,,,
Ram,3500,2014,Regular Cab,8 ft,,,,,,,,
Ram,3500,2014,Regular Cab,6.5 ft,,,,,,,,
Ram,3500,2014,Extended Cab,6 ft,,,,,,,,
Ram,3500,2014,Extended Cab,6.5 ft,,,,,,,,
Ram,3500,2014,Crew Cab,5 ft,,,,,,,,
Ram,3500,2014,Crew Cab,5.5 ft,,,,,,,,
Ram,3500,2014,Crew Cab,5.75 ft,,,,,,,,
Ram,3500,2014,Crew Cab,6.5 ft,,,,,,,,
Ram,3500,2015,Regular Cab,8 ft,,,,,,,,
Ram,3500,2015,Regular Cab,6.5 ft,,,,,,,,
Ram,3500,2015,Extended Cab,6 ft,,,,,,,,
Ram,3500,2015,Extended Cab,6.5 ft,,,,,,,,
Ram,3500,2015,Crew Cab,5 ft,,,,,,,,
Ram,3500,2015,Crew Cab,5.5 ft,,,,,,,,
Ram,3500,2015,Crew Cab,5.75 ft,,,,,,,,
Ram,3500,2015,Crew Cab,6.5 ft,,,,,,,,
Ram,3500,2016,Regular Cab,8 ft,,,,,,,,
Ram,3500,2016,Regular Cab,6.5 ft,,,,,,,,
Ram,3500,2016,Extended Cab,6 ft,,,,,,,,
Ram,3500,2016,Extended Cab,6.5 ft,,,,,,,,
Ram,3500,2016,Crew Cab,5 ft,,,,,,,,
Ram,3500,2016,Crew Cab,5.5 ft,,,,,,,,
Ram,3500,2016,Crew Cab,5.75 ft,,,,,,,,
Ram,3500,2016,Crew Cab,6.5 ft,,,,,,,,
Ram,3500,2017,Regular Cab,8 ft,,,,,,,,
Ram,3500,2017,Regular Cab,6.5 ft,,,,,,,,
Ram,3500,2017,Extended Cab,6 ft,,,,,,,,
Ram,3500,2017,Extended Cab,6.5 ft,,,,,,,,
Ram,3500,2017,Crew Cab,5 ft,,,,,,,,
Ram,3500,2017,Crew Cab,5.5 ft,,,,,,,,
Ram,3500,2017,Crew Cab,5.75 ft,,,,,,,,
Ram,3500,2017,Crew Cab,6.5 ft,,,,,,,,
Ram,3500,2018,Regular Cab,8 ft,,,,,,,,
Ram,3500,2018,Regular Cab,6.5 ft,,,,,,,,
Ram,3500,2018,Extended Cab,6 ft,,,,,,,,
Ram,3500,2018,Extended Cab,6.5 ft,,,,,,,,
Ram,3500,2018,Crew Cab,5 ft,,,,,,,,
Ram,3500,2018,Crew Cab,5.5 ft,,,,,,,,
Ram,3500,2018,Crew Cab,5.75 ft,,,,,,,,
Ram,3500,2018,Crew Cab,6.5 ft,,,,,,,,
Ram,3500,2019,Regular Cab,8 ft,,,,,,,,
Ram,3500,2019,Regular Cab,6.5 ft,,,,,,,,
Ram,3500,2019,Extended Cab,6 ft,,,,,,,,
Ram,3500,2019,Extended Cab,6.5 ft,,,,,,,,
Ram,3500,2019,Crew Cab,5 ft,,,,,,,,
Ram,3500,2019,Crew Cab,5.5 ft,,,,,,,,
Ram,3500,2019,Crew Cab,5.75 ft,,,,,,,,
Ram,3500,2019,Crew Cab,6.5 ft,,,,,,,,
Ram,3500,2020,Regular Cab,8 ft,,,,,,,,
Ram,3500,2020,Regular Cab,6.5 ft,,,,,,,,
Ram,3500,2020,Extended Cab,6 ft,,,,,,,,
Ram,3500,2020,Extended Cab,6.5 ft,,,,,,,,
Ram,3500,2020,Crew Cab,5 ft,,,,,,,,
Ram,3500,2020,Crew Cab,5.5 ft,,,,,,,,
Ram,3500,2020,Crew Cab,5.75 ft,,,,,,,,
Ram,3500,2020,Crew Cab,6.5 ft,,,,,,,,
Ram,3500,2021,Regular Cab,8 ft,,,,,,,,
Ram,3500,2021,Regular Cab,6.5 ft,,,,,,,,
Ram,3500,2021,Extended Cab,6 ft,,,,,,,,
Ram,3500,2021,Extended Cab,6.5 ft,,,,,,,,
Ram,3500,2021,Crew Cab,5 ft,,,,,,,,
Ram,3500,2021,Crew Cab,5.5 ft,,,,,,,,
Ram,3500,2021,Crew Cab,5.75 ft,,,,,,,,
Ram,3500,2021,Crew Cab,6.5 ft,,,,,,,,
Ram,3500,2022,Regular Cab,8 ft,,,,,,,,
Ram,3500,2022,Regular Cab,6.5 ft,,,,,,,,
Ram,3500,2022,Extended Cab,6 ft,,,,,,,,
Ram,3500,2022,Extended Cab,6.5 ft,,,,,,,,
Ram,3500,2022,Crew Cab,5 ft,,,,,,,,
Ram,3500,2022,Crew Cab,5.5 ft,,,,,,,,
Ram,3500,2022,Crew Cab,5.75 ft,,,,,,,,
Ram,3500,2022,Crew Cab,6.5 ft,,,,,,,,
Ram,3500,2023,Regular Cab,8 ft,,,,,,,,
Ram,3500,2023,Regular Cab,6.5 ft,,,,,,,,
Ram,3500,2023,Extended Cab,6 ft,,,,,,,,
Ram,3500,2023,Extended Cab,6.5 ft,,,,,,,,
Ram,3500,2023,Crew Cab,5 ft,,,,,,,,
Ram,3500,2023,Crew Cab,5.5 ft,,,,,,,,
Ram,3500,2023,Crew Cab,5.75 ft,,,,,,,,
Ram,3500,2023,Crew Cab,6.5 ft,,,,,,,,
Ram,3500,2024,Regular Cab,8 ft,,,,,,,,
Ram,3500,2024,Regular Cab,6.5 ft,,,,,,,,
Ram,3500,2024,Extended Cab,6 ft,,,,,,,,
Ram,3500,2024,Extended Cab,6.5 ft,,,,,,,,
Ram,3500,2024,Crew Cab,5 ft,,,,,,,,
Ram,3500,2024,Crew Cab,5.5 ft,,,,,,,,
Ram,3500,2024,Crew Cab,5.75 ft,,,,,,,,
Ram,3500,2024,Crew Cab,6.5 ft,,,,,,,,
Ram,3500,2025,Regular Cab,8 ft,,,,,,,,
Ram,3500,2025,Regular Cab,6.5 ft,,,,,,,,
Ram,3500,2025,Extended Cab,6 ft,,,,,,,,
Ram,3500,2025,Extended Cab,6.5 ft,,,,,,,,
Ram,3500,2025,Crew Cab,5 ft,,,,,,,,
Ram,3500,2025,Crew Cab,5.5 ft,,,,,,,,
Ram,3500,2025,Crew Cab,5.75 ft,,,,,,,,
Ram,3500,2025,Crew Cab,6.5 ft,,,,,,,,
Ram,3500,2026,Regular Cab,8 ft,,,,,,,,
Ram,3500,2026,Regular Cab,6.5 ft,,,,,,,,
Ram,3500,2026,Extended Cab,6 ft,,,,,,,,
Ram,3500,2026,Extended Cab,6.5 ft,,,,,,,,
Ram,3500,2026,Crew Cab,5 ft,,,,,,,,
Ram,3500,2026,Crew Cab,5.5 ft,,,,,,,,
Ram,3500,2026,Crew Cab,5.75 ft,,,,,,,,
Ram,3500,2026,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2010,Regular Cab,8 ft,,,,,,,,
Toyota,Tacoma,2010,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2010,Extended Cab,6 ft,,,,,,,,
Toyota,Tacoma,2010,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2010,Crew Cab,5 ft,,,,,,,,
Toyota,Tacoma,2010,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tacoma,2010,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tacoma,2010,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2011,Regular Cab,8 ft,,,,,,,,
Toyota,Tacoma,2011,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2011,Extended Cab,6 ft,,,,,,,,
Toyota,Tacoma,2011,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2011,Crew Cab,5 ft,,,,,,,,
Toyota,Tacoma,2011,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tacoma,2011,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tacoma,2011,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2012,Regular Cab,8 ft,,,,,,,,
Toyota,Tacoma,2012,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2012,Extended Cab,6 ft,,,,,,,,
Toyota,Tacoma,2012,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2012,Crew Cab,5 ft,,,,,,,,
Toyota,Tacoma,2012,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tacoma,2012,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tacoma,2012,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2013,Regular Cab,8 ft,,,,,,,,
Toyota,Tacoma,2013,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2013,Extended Cab,6 ft,,,,,,,,
Toyota,Tacoma,2013,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2013,Crew Cab,5 ft,,,,,,,,
Toyota,Tacoma,2013,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tacoma,2013,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tacoma,2013,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2014,Regular Cab,8 ft,,,,,,,,
Toyota,Tacoma,2014,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2014,Extended Cab,6 ft,,,,,,,,
Toyota,Tacoma,2014,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2014,Crew Cab,5 ft,,,,,,,,
Toyota,Tacoma,2014,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tacoma,2014,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tacoma,2014,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2015,Regular Cab,8 ft,,,,,,,,
Toyota,Tacoma,2015,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2015,Extended Cab,6 ft,,,,,,,,
Toyota,Tacoma,2015,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2015,Crew Cab,5 ft,,,,,,,,
Toyota,Tacoma,2015,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tacoma,2015,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tacoma,2015,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2016,Regular Cab,8 ft,,,,,,,,
Toyota,Tacoma,2016,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2016,Extended Cab,6 ft,,,,,,,,
Toyota,Tacoma,2016,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2016,Crew Cab,5 ft,,,,,,,,
Toyota,Tacoma,2016,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tacoma,2016,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tacoma,2016,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2017,Regular Cab,8 ft,,,,,,,,
Toyota,Tacoma,2017,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2017,Extended Cab,6 ft,,,,,,,,
Toyota,Tacoma,2017,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2017,Crew Cab,5 ft,,,,,,,,
Toyota,Tacoma,2017,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tacoma,2017,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tacoma,2017,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2018,Regular Cab,8 ft,,,,,,,,
Toyota,Tacoma,2018,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2018,Extended Cab,6 ft,,,,,,,,
Toyota,Tacoma,2018,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2018,Crew Cab,5 ft,,,,,,,,
Toyota,Tacoma,2018,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tacoma,2018,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tacoma,2018,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2019,Regular Cab,8 ft,,,,,,,,
Toyota,Tacoma,2019,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2019,Extended Cab,6 ft,,,,,,,,
Toyota,Tacoma,2019,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2019,Crew Cab,5 ft,,,,,,,,
Toyota,Tacoma,2019,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tacoma,2019,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tacoma,2019,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2020,Regular Cab,8 ft,,,,,,,,
Toyota,Tacoma,2020,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2020,Extended Cab,6 ft,,,,,,,,
Toyota,Tacoma,2020,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2020,Crew Cab,5 ft,,,,,,,,
Toyota,Tacoma,2020,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tacoma,2020,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tacoma,2020,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2021,Regular Cab,8 ft,,,,,,,,
Toyota,Tacoma,2021,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2021,Extended Cab,6 ft,,,,,,,,
Toyota,Tacoma,2021,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2021,Crew Cab,5 ft,,,,,,,,
Toyota,Tacoma,2021,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tacoma,2021,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tacoma,2021,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2022,Regular Cab,8 ft,,,,,,,,
Toyota,Tacoma,2022,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2022,Extended Cab,6 ft,,,,,,,,
Toyota,Tacoma,2022,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2022,Crew Cab,5 ft,,,,,,,,
Toyota,Tacoma,2022,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tacoma,2022,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tacoma,2022,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2023,Regular Cab,8 ft,,,,,,,,
Toyota,Tacoma,2023,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2023,Extended Cab,6 ft,,,,,,,,
Toyota,Tacoma,2023,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2023,Crew Cab,5 ft,,,,,,,,
Toyota,Tacoma,2023,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tacoma,2023,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tacoma,2023,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2024,Regular Cab,8 ft,,,,,,,,
Toyota,Tacoma,2024,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2024,Extended Cab,6 ft,,,,,,,,
Toyota,Tacoma,2024,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2024,Crew Cab,5 ft,,,,,,,,
Toyota,Tacoma,2024,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tacoma,2024,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tacoma,2024,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2025,Regular Cab,8 ft,,,,,,,,
Toyota,Tacoma,2025,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2025,Extended Cab,6 ft,,,,,,,,
Toyota,Tacoma,2025,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2025,Crew Cab,5 ft,,,,,,,,
