Make,Model,Year,Cab Type,Advertised Bed Length,OEM Cab Name,Interior Bed Length (in),Interior Width (in),Wheelhouse Width (in),Bed Depth (in),Wheelbase (in),Bed Construction,Notes
GMC,Sierra 1500,2023,Crew Cab,6.5 ft,,,,,,,,
GMC,Sierra 1500,2024,Regular Cab,8 ft,,,,,,,,
GMC,Sierra 1500,2024,Regular Cab,6.5 ft,,,,,,,,
GMC,Sierra 1500,2024,Extended Cab,6 ft,,,,,,,,
GMC,Sierra 1500,2024,Extended Cab,6.5 ft,,,,,,,,
GMC,Sierra 1500,2024,Crew Cab,5 ft,,,,,,,,
GMC,Sierra 1500,2024,Crew Cab,5.5 ft,,,,,,,,
GMC,Sierra 1500,2024,Crew Cab,5.75 ft,,,,,,,,
GMC,Sierra 1500,2024,Crew Cab,6.5 ft,,,,,,,,
GMC,Sierra 1500,2025,Regular Cab,8 ft,,,,,,,,
GMC,Sierra 1500,2025,Regular Cab,6.5 ft,,,,,,,,
GMC,Sierra 1500,2025,Extended Cab,6 ft,,,,,,,,
GMC,Sierra 1500,2025,Extended Cab,6.5 ft,,,,,,,,
GMC,Sierra 1500,2025,Crew Cab,5 ft,,,,,,,,
GMC,Sierra 1500,2025,Crew Cab,5.5 ft,,,,,,,,
GMC,Sierra 1500,2025,Crew Cab,5.75 ft,,,,,,,,
GMC,Sierra 1500,2025,Crew Cab,6.5 ft,,,,,,,,
GMC,Sierra 1500,2026,Regular Cab,8 ft,,,,,,,,
GMC,Sierra 1500,2026,Regular Cab,6.5 ft,,,,,,,,
GMC,Sierra 1500,2026,Extended Cab,6 ft,,,,,,,,
GMC,Sierra 1500,2026,Extended Cab,6.5 ft,,,,,,,,
GMC,Sierra 1500,2026,Crew Cab,5 ft,,,,,,,,
GMC,Sierra 1500,2026,Crew Cab,5.5 ft,,,,,,,,
GMC,Sierra 1500,2026,Crew Cab,5.75 ft,,,,,,,,
GMC,Sierra 1500,2026,Crew Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2010,Regular Cab,8 ft,,,,,,,,
GMC,Sierra 2500HD,2010,Regular Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2010,Extended Cab,6 ft,,,,,,,,
GMC,Sierra 2500HD,2010,Extended Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2010,Crew Cab,5 ft,,,,,,,,
GMC,Sierra 2500HD,2010,Crew Cab,5.5 ft,,,,,,,,
GMC,Sierra 2500HD,2010,Crew Cab,5.75 ft,,,,,,,,
GMC,Sierra 2500HD,2010,Crew Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2011,Regular Cab,8 ft,,,,,,,,
GMC,Sierra 2500HD,2011,Regular Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2011,Extended Cab,6 ft,,,,,,,,
GMC,Sierra 2500HD,2011,Extended Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2011,Crew Cab,5 ft,,,,,,,,
GMC,Sierra 2500HD,2011,Crew Cab,5.5 ft,,,,,,,,
GMC,Sierra 2500HD,2011,Crew Cab,5.75 ft,,,,,,,,
GMC,Sierra 2500HD,2011,Crew Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2012,Regular Cab,8 ft,,,,,,,,
GMC,Sierra 2500HD,2012,Regular Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2012,Extended Cab,6 ft,,,,,,,,
GMC,Sierra 2500HD,2012,Extended Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2012,Crew Cab,5 ft,,,,,,,,
GMC,Sierra 2500HD,2012,Crew Cab,5.5 ft,,,,,,,,
GMC,Sierra 2500HD,2012,Crew Cab,5.75 ft,,,,,,,,
GMC,Sierra 2500HD,2012,Crew Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2013,Regular Cab,8 ft,,,,,,,,
GMC,Sierra 2500HD,2013,Regular Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2013,Extended Cab,6 ft,,,,,,,,
GMC,Sierra 2500HD,2013,Extended Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2013,Crew Cab,5 ft,,,,,,,,
GMC,Sierra 2500HD,2013,Crew Cab,5.5 ft,,,,,,,,
GMC,Sierra 2500HD,2013,Crew Cab,5.75 ft,,,,,,,,
GMC,Sierra 2500HD,2013,Crew Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2014,Regular Cab,8 ft,,,,,,,,
GMC,Sierra 2500HD,2014,Regular Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2014,Extended Cab,6 ft,,,,,,,,
GMC,Sierra 2500HD,2014,Extended Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2014,Crew Cab,5 ft,,,,,,,,
GMC,Sierra 2500HD,2014,Crew Cab,5.5 ft,,,,,,,,
GMC,Sierra 2500HD,2014,Crew Cab,5.75 ft,,,,,,,,
GMC,Sierra 2500HD,2014,Crew Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2015,Regular Cab,8 ft,,,,,,,,
GMC,Sierra 2500HD,2015,Regular Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2015,Extended Cab,6 ft,,,,,,,,
GMC,Sierra 2500HD,2015,Extended Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2015,Crew Cab,5 ft,,,,,,,,
GMC,Sierra 2500HD,2015,Crew Cab,5.5 ft,,,,,,,,
GMC,Sierra 2500HD,2015,Crew Cab,5.75 ft,,,,,,,,
GMC,Sierra 2500HD,2015,Crew Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2016,Regular Cab,8 ft,,,,,,,,
GMC,Sierra 2500HD,2016,Regular Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2016,Extended Cab,6 ft,,,,,,,,
GMC,Sierra 2500HD,2016,Extended Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2016,Crew Cab,5 ft,,,,,,,,
GMC,Sierra 2500HD,2016,Crew Cab,5.5 ft,,,,,,,,
GMC,Sierra 2500HD,2016,Crew Cab,5.75 ft,,,,,,,,
GMC,Sierra 2500HD,2016,Crew Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2017,Regular Cab,8 ft,,,,,,,,
GMC,Sierra 2500HD,2017,Regular Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2017,Extended Cab,6 ft,,,,,,,,
GMC,Sierra 2500HD,2017,Extended Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2017,Crew Cab,5 ft,,,,,,,,
GMC,Sierra 2500HD,2017,Crew Cab,5.5 ft,,,,,,,,
GMC,Sierra 2500HD,2017,Crew Cab,5.75 ft,,,,,,,,
GMC,Sierra 2500HD,2017,Crew Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2018,Regular Cab,8 ft,,,,,,,,
GMC,Sierra 2500HD,2018,Regular Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2018,Extended Cab,6 ft,,,,,,,,
GMC,Sierra 2500HD,2018,Extended Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2018,Crew Cab,5 ft,,,,,,,,
GMC,Sierra 2500HD,2018,Crew Cab,5.5 ft,,,,,,,,
GMC,Sierra 2500HD,2018,Crew Cab,5.75 ft,,,,,,,,
GMC,Sierra 2500HD,2018,Crew Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2019,Regular Cab,8 ft,,,,,,,,
GMC,Sierra 2500HD,2019,Regular Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2019,Extended Cab,6 ft,,,,,,,,
GMC,Sierra 2500HD,2019,Extended Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2019,Crew Cab,5 ft,,,,,,,,
GMC,Sierra 2500HD,2019,Crew Cab,5.5 ft,,,,,,,,
GMC,Sierra 2500HD,2019,Crew Cab,5.75 ft,,,,,,,,
GMC,Sierra 2500HD,2019,Crew Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2020,Regular Cab,8 ft,,,,,,,,
GMC,Sierra 2500HD,2020,Regular Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2020,Extended Cab,6 ft,,,,,,,,
GMC,Sierra 2500HD,2020,Extended Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2020,Crew Cab,5 ft,,,,,,,,
GMC,Sierra 2500HD,2020,Crew Cab,5.5 ft,,,,,,,,
GMC,Sierra 2500HD,2020,Crew Cab,5.75 ft,,,,,,,,
GMC,Sierra 2500HD,2020,Crew Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2021,Regular Cab,8 ft,,,,,,,,
GMC,Sierra 2500HD,2021,Regular Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2021,Extended Cab,6 ft,,,,,,,,
GMC,Sierra 2500HD,2021,Extended Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2021,Crew Cab,5 ft,,,,,,,,
GMC,Sierra 2500HD,2021,Crew Cab,5.5 ft,,,,,,,,
GMC,Sierra 2500HD,2021,Crew Cab,5.75 ft,,,,,,,,
GMC,Sierra 2500HD,2021,Crew Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2022,Regular Cab,8 ft,,,,,,,,
GMC,Sierra 2500HD,2022,Regular Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2022,Extended Cab,6 ft,,,,,,,,
GMC,Sierra 2500HD,2022,Extended Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2022,Crew Cab,5 ft,,,,,,,,
GMC,Sierra 2500HD,2022,Crew Cab,5.5 ft,,,,,,,,
GMC,Sierra 2500HD,2022,Crew Cab,5.75 ft,,,,,,,,
GMC,Sierra 2500HD,2022,Crew Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2023,Regular Cab,8 ft,,,,,,,,
GMC,Sierra 2500HD,2023,Regular Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2023,Extended Cab,6 ft,,,,,,,,
GMC,Sierra 2500HD,2023,Extended Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2023,Crew Cab,5 ft,,,,,,,,
GMC,Sierra 2500HD,2023,Crew Cab,5.5 ft,,,,,,,,
GMC,Sierra 2500HD,2023,Crew Cab,5.75 ft,,,,,,,,
GMC,Sierra 2500HD,2023,Crew Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2024,Regular Cab,8 ft,,,,,,,,
GMC,Sierra 2500HD,2024,Regular Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2024,Extended Cab,6 ft,,,,,,,,
GMC,Sierra 2500HD,2024,Extended Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2024,Crew Cab,5 ft,,,,,,,,
GMC,Sierra 2500HD,2024,Crew Cab,5.5 ft,,,,,,,,
GMC,Sierra 2500HD,2024,Crew Cab,5.75 ft,,,,,,,,
GMC,Sierra 2500HD,2024,Crew Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2025,Regular Cab,8 ft,,,,,,,,
GMC,Sierra 2500HD,2025,Regular Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2025,Extended Cab,6 ft,,,,,,,,
GMC,Sierra 2500HD,2025,Extended Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2025,Crew Cab,5 ft,,,,,,,,
GMC,Sierra 2500HD,2025,Crew Cab,5.5 ft,,,,,,,,
GMC,Sierra 2500HD,2025,Crew Cab,5.75 ft,,,,,,,,
GMC,Sierra 2500HD,2025,Crew Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2026,Regular Cab,8 ft,,,,,,,,
GMC,Sierra 2500HD,2026,Regular Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2026,Extended Cab,6 ft,,,,,,,,
GMC,Sierra 2500HD,2026,Extended Cab,6.5 ft,,,,,,,,
GMC,Sierra 2500HD,2026,Crew Cab,5 ft,,,,,,,,
GMC,Sierra 2500HD,2026,Crew Cab,5.5 ft,,,,,,,,
GMC,Sierra 2500HD,2026,Crew Cab,5.75 ft,,,,,,,,
GMC,Sierra 2500HD,2026,Crew Cab,6.5 ft,,,,,,,,
GMC,Canyon,2010,Regular Cab,8 ft,,,,,,,,
GMC,Canyon,2010,Regular Cab,6.5 ft,,,,,,,,
GMC,Canyon,2010,Extended Cab,6 ft,,,,,,,,
GMC,Canyon,2010,Extended Cab,6.5 ft,,,,,,,,
GMC,Canyon,2010,Crew Cab,5 ft,,,,,,,,
GMC,Canyon,2010,Crew Cab,5.5 ft,,,,,,,,
GMC,Canyon,2010,Crew Cab,5.75 ft,,,,,,,,
GMC,Canyon,2010,Crew Cab,6.5 ft,,,,,,,,
GMC,Canyon,2011,Regular Cab,8 ft,,,,,,,,
GMC,Canyon,2011,Regular Cab,6.5 ft,,,,,,,,
GMC,Canyon,2011,Extended Cab,6 ft,,,,,,,,
GMC,Canyon,2011,Extended Cab,6.5 ft,,,,,,,,
GMC,Canyon,2011,Crew Cab,5 ft,,,,,,,,
GMC,Canyon,2011,Crew Cab,5.5 ft,,,,,,,,
GMC,Canyon,2011,Crew Cab,5.75 ft,,,,,,,,
GMC,Canyon,2011,Crew Cab,6.5 ft,,,,,,,,
GMC,Canyon,2012,Regular Cab,8 ft,,,,,,,,
GMC,Canyon,2012,Regular Cab,6.5 ft,,,,,,,,
GMC,Canyon,2012,Extended Cab,6 ft,,,,,,,,
GMC,Canyon,2012,Extended Cab,6.5 ft,,,,,,,,
GMC,Canyon,2012,Crew Cab,5 ft,,,,,,,,
GMC,Canyon,2012,Crew Cab,5.5 ft,,,,,,,,
GMC,Canyon,2012,Crew Cab,5.75 ft,,,,,,,,
GMC,Canyon,2012,Crew Cab,6.5 ft,,,,,,,,
GMC,Canyon,2013,Regular Cab,8 ft,,,,,,,,
GMC,Canyon,2013,Regular Cab,6.5 ft,,,,,,,,
GMC,Canyon,2013,Extended Cab,6 ft,,,,,,,,
GMC,Canyon,2013,Extended Cab,6.5 ft,,,,,,,,
GMC,Canyon,2013,Crew Cab,5 ft,,,,,,,,
GMC,Canyon,2013,Crew Cab,5.5 ft,,,,,,,,
GMC,Canyon,2013,Crew Cab,5.75 ft,,,,,,,,
GMC,Canyon,2013,Crew Cab,6.5 ft,,,,,,,,
GMC,Canyon,2014,Regular Cab,8 ft,,,,,,,,
GMC,Canyon,2014,Regular Cab,6.5 ft,,,,,,,,
GMC,Canyon,2014,Extended Cab,6 ft,,,,,,,,
GMC,Canyon,2014,Extended Cab,6.5 ft,,,,,,,,
GMC,Canyon,2014,Crew Cab,5 ft,,,,,,,,
GMC,Canyon,2014,Crew Cab,5.5 ft,,,,,,,,
GMC,Canyon,2014,Crew Cab,5.75 ft,,,,,,,,
GMC,Canyon,2014,Crew Cab,6.5 ft,,,,,,,,
GMC,Canyon,2015,Regular Cab,8 ft,,,,,,,,
GMC,Canyon,2015,Regular Cab,6.5 ft,,,,,,,,
GMC,Canyon,2015,Extended Cab,6 ft,,,,,,,,
GMC,Canyon,2015,Extended Cab,6.5 ft,,,,,,,,
GMC,Canyon,2015,Crew Cab,5 ft,,,,,,,,
GMC,Canyon,2015,Crew Cab,5.5 ft,,,,,,,,
GMC,Canyon,2015,Crew Cab,5.75 ft,,,,,,,,
GMC,Canyon,2015,Crew Cab,6.5 ft,,,,,,,,
GMC,Canyon,2016,Regular Cab,8 ft,,,,,,,,
GMC,Canyon,2016,Regular Cab,6.5 ft,,,,,,,,
GMC,Canyon,2016,Extended Cab,6 ft,,,,,,,,
GMC,Canyon,2016,Extended Cab,6.5 ft,,,,,,,,
GMC,Canyon,2016,Crew Cab,5 ft,,,,,,,,
GMC,Canyon,2016,Crew Cab,5.5 ft,,,,,,,,
GMC,Canyon,2016,Crew Cab,5.75 ft,,,,,,,,
GMC,Canyon,2016,Crew Cab,6.5 ft,,,,,,,,
GMC,Canyon,2017,Regular Cab,8 ft,,,,,,,,
GMC,Canyon,2017,Regular Cab,6.5 ft,,,,,,,,
GMC,Canyon,2017,Extended Cab,6 ft,,,,,,,,
GMC,Canyon,2017,Extended Cab,6.5 ft,,,,,,,,
GMC,Canyon,2017,Crew Cab,5 ft,,,,,,,,
GMC,Canyon,2017,Crew Cab,5.5 ft,,,,,,,,
GMC,Canyon,2017,Crew Cab,5.75 ft,,,,,,,,
GMC,Canyon,2017,Crew Cab,6.5 ft,,,,,,,,
GMC,Canyon,2018,Regular Cab,8 ft,,,,,,,,
GMC,Canyon,2018,Regular Cab,6.5 ft,,,,,,,,
GMC,Canyon,2018,Extended Cab,6 ft,,,,,,,,
GMC,Canyon,2018,Extended Cab,6.5 ft,,,,,,,,
GMC,Canyon,2018,Crew Cab,5 ft,,,,,,,,
GMC,Canyon,2018,Crew Cab,5.5 ft,,,,,,,,
GMC,Canyon,2018,Crew Cab,5.75 ft,,,,,,,,
GMC,Canyon,2018,Crew Cab,6.5 ft,,,,,,,,
GMC,Canyon,2019,Regular Cab,8 ft,,,,,,,,
GMC,Canyon,2019,Regular Cab,6.5 ft,,,,,,,,
GMC,Canyon,2019,Extended Cab,6 ft,,,,,,,,
GMC,Canyon,2019,Extended Cab,6.5 ft,,,,,,,,
GMC,Canyon,2019,Crew Cab,5 ft,,,,,,,,
GMC,Canyon,2019,Crew Cab,5.5 ft,,,,,,,,
GMC,Canyon,2019,Crew Cab,5.75 ft,,,,,,,,
GMC,Canyon,2019,Crew Cab,6.5 ft,,,,,,,,
GMC,Canyon,2020,Regular Cab,8 ft,,,,,,,,
GMC,Canyon,2020,Regular Cab,6.5 ft,,,,,,,,
GMC,Canyon,2020,Extended Cab,6 ft,,,,,,,,
GMC,Canyon,2020,Extended Cab,6.5 ft,,,,,,,,
GMC,Canyon,2020,Crew Cab,5 ft,,,,,,,,
GMC,Canyon,2020,Crew Cab,5.5 ft,,,,,,,,
GMC,Canyon,2020,Crew Cab,5.75 ft,,,,,,,,
GMC,Canyon,2020,Crew Cab,6.5 ft,,,,,,,,
GMC,Canyon,2021,Regular Cab,8 ft,,,,,,,,
GMC,Canyon,2021,Regular Cab,6.5 ft,,,,,,,,
GMC,Canyon,2021,Extended Cab,6 ft,,,,,,,,
GMC,Canyon,2021,Extended Cab,6.5 ft,,,,,,,,
GMC,Canyon,2021,Crew Cab,5 ft,,,,,,,,
GMC,Canyon,2021,Crew Cab,5.5 ft,,,,,,,,
GMC,Canyon,2021,Crew Cab,5.75 ft,,,,,,,,
GMC,Canyon,2021,Crew Cab,6.5 ft,,,,,,,,
GMC,Canyon,2022,Regular Cab,8 ft,,,,,,,,
GMC,Canyon,2022,Regular Cab,6.5 ft,,,,,,,,
GMC,Canyon,2022,Extended Cab,6 ft,,,,,,,,
GMC,Canyon,2022,Extended Cab,6.5 ft,,,,,,,,
GMC,Canyon,2022,Crew Cab,5 ft,,,,,,,,
GMC,Canyon,2022,Crew Cab,5.5 ft,,,,,,,,
GMC,Canyon,2022,Crew Cab,5.75 ft,,,,,,,,
GMC,Canyon,2022,Crew Cab,6.5 ft,,,,,,,,
GMC,Canyon,2023,Regular Cab,8 ft,,,,,,,,
GMC,Canyon,2023,Regular Cab,6.5 ft,,,,,,,,
GMC,Canyon,2023,Extended Cab,6 ft,,,,,,,,
GMC,Canyon,2023,Extended Cab,6.5 ft,,,,,,,,
GMC,Canyon,2023,Crew Cab,5 ft,,,,,,,,
GMC,Canyon,2023,Crew Cab,5.5 ft,,,,,,,,
GMC,Canyon,2023,Crew Cab,5.75 ft,,,,,,,,
GMC,Canyon,2023,Crew Cab,6.5 ft,,,,,,,,
GMC,Canyon,2024,Regular Cab,8 ft,,,,,,,,
GMC,Canyon,2024,Regular Cab,6.5 ft,,,,,,,,
GMC,Canyon,2024,Extended Cab,6 ft,,,,,,,,
GMC,Canyon,2024,Extended Cab,6.5 ft,,,,,,,,
GMC,Canyon,2024,Crew Cab,5 ft,,,,,,,,
GMC,Canyon,2024,Crew Cab,5.5 ft,,,,,,,,
GMC,Canyon,2024,Crew Cab,5.75 ft,,,,,,,,
GMC,Canyon,2024,Crew Cab,6.5 ft,,,,,,,,
GMC,Canyon,2025,Regular Cab,8 ft,,,,,,,,
GMC,Canyon,2025,Regular Cab,6.5 ft,,,,,,,,
GMC,Canyon,2025,Extended Cab,6 ft,,,,,,,,
GMC,Canyon,2025,Extended Cab,6.5 ft,,,,,,,,
GMC,Canyon,2025,Crew Cab,5 ft,,,,,,,,
GMC,Canyon,2025,Crew Cab,5.5 ft,,,,,,,,
GMC,Canyon,2025,Crew Cab,5.75 ft,,,,,,,,
GMC,Canyon,2025,Crew Cab,6.5 ft,,,,,,,,
GMC,Canyon,2026,Regular Cab,8 ft,,,,,,,,
GMC,Canyon,2026,Regular Cab,6.5 ft,,,,,,,,
GMC,Canyon,2026,Extended Cab,6 ft,,,,,,,,
GMC,Canyon,2026,Extended Cab,6.5 ft,,,,,,,,
GMC,Canyon,2026,Crew Cab,5 ft,,,,,,,,
GMC,Canyon,2026,Crew Cab,5.5 ft,,,,,,,,
GMC,Canyon,2026,Crew Cab,5.75 ft,,,,,,,,
GMC,Canyon,2026,Crew Cab,6.5 ft,,,,,,,,
Ram,1500,2010,Regular Cab,8 ft,,,,,,,,
Ram,1500,2010,Regular Cab,6.5 ft,,,,,,,,
Ram,1500,2010,Extended Cab,6 ft,,,,,,,,
Ram,1500,2010,Extended Cab,6.5 ft,,,,,,,,
Ram,1500,2010,Crew Cab,5 ft,,,,,,,,
Ram,1500,2010,Crew Cab,5.5 ft,,,,,,,,
Ram,1500,2010,Crew Cab,5.75 ft,,,,,,,,
Ram,1500,2010,Crew Cab,6.5 ft,,,,,,,,
Ram,1500,2011,Regular Cab,8 ft,,,,,,,,
Ram,1500,2011,Regular Cab,6.5 ft,,,,,,,,
Ram,1500,2011,Extended Cab,6 ft,,,,,,,,
Ram,1500,2011,Extended Cab,6.5 ft,,,,,,,,
Ram,1500,2011,Crew Cab,5 ft,,,,,,,,
Ram,1500,2011,Crew Cab,5.5 ft,,,,,,,,
Ram,1500,2011,Crew Cab,5.75 ft,,,,,,,,
Ram,1500,2011,Crew Cab,6.5 ft,,,,,,,,
Ram,1500,2012,Regular Cab,8 ft,,,,,,,,
Ram,1500,2012,Regular Cab,6.5 ft,,,,,,,,
Ram,1500,2012,Extended Cab,6 ft,,,,,,,,
Ram,1500,2012,Extended Cab,6.5 ft,,,,,,,,
Ram,1500,2012,Crew Cab,5 ft,,,,,,,,
Ram,1500,2012,Crew Cab,5.5 ft,,,,,,,,
Ram,1500,2012,Crew Cab,5.75 ft,,,,,,,,
Ram,1500,2012,Crew Cab,6.5 ft,,,,,,,,
Ram,1500,2013,Regular Cab,8 ft,,,,,,,,
Ram,1500,2013,Regular Cab,6.5 ft,,,,,,,,
Ram,1500,2013,Extended Cab,6 ft,,,,,,,,
Ram,1500,2013,Extended Cab,6.5 ft,,,,,,,,
Ram,1500,2013,Crew Cab,5 ft,,,,,,,,
Ram,1500,2013,Crew Cab,5.5 ft,,,,,,,,
Ram,1500,2013,Crew Cab,5.75 ft,,,,,,,,
Ram,1500,2013,Crew Cab,6.5 ft,,,,,,,,
Ram,1500,2014,Regular Cab,8 ft,,,,,,,,
Ram,1500,2014,Regular Cab,6.5 ft,,,,,,,,
Ram,1500,2014,Extended Cab,6 ft,,,,,,,,
Ram,1500,2014,Extended Cab,6.5 ft,,,,,,,,
Ram,1500,2014,Crew Cab,5 ft,,,,,,,,
Ram,1500,2014,Crew Cab,5.5 ft,,,,,,,,
Ram,1500,2014,Crew Cab,5.75 ft,,,,,,,,
Ram,1500,2014,Crew Cab,6.5 ft,,,,,,,,
Ram,1500,2015,Regular Cab,8 ft,,,,,,,,
Ram,1500,2015,Regular Cab,6.5 ft,,,,,,,,
Ram,1500,2015,Extended Cab,6 ft,,,,,,,,
Ram,1500,2015,Extended Cab,6.5 ft,,,,,,,,
Ram,1500,2015,Crew Cab,5 ft,,,,,,,,
Ram,1500,2015,Crew Cab,5.5 ft,,,,,,,,
Ram,1500,2015,Crew Cab,5.75 ft,,,,,,,,
Ram,1500,2015,Crew Cab,6.5 ft,,,,,,,,
Ram,1500,2016,Regular Cab,8 ft,,,,,,,,
Ram,1500,2016,Regular Cab,6.5 ft,,,,,,,,
Ram,1500,2016,Extended Cab,6 ft,,,,,,,,
Ram,1500,2016,Extended Cab,6.5 ft,,,,,,,,
Ram,1500,2016,Crew Cab,5 ft,,,,,,,,
Ram,1500,2016,Crew Cab,5.5 ft,,,,,,,,
Ram,1500,2016,Crew Cab,5.75 ft,,,,,,,,
Ram,1500,2016,Crew Cab,6.5 ft,,,,,,,,
Ram,1500,2017,Regular Cab,8 ft,,,,,,,,
Ram,1500,2017,Regular Cab,6.5 ft,,,,,,,,
Ram,1500,2017,Extended Cab,6 ft,,,,,,,,
Ram,1500,2017,Extended Cab,6.5 ft,,,,,,,,
Ram,1500,2017,Crew Cab,5 ft,,,,,,,,
Ram,1500,2017,Crew Cab,5.5 ft,,,,,,,,
Ram,1500,2017,Crew Cab,5.75 ft,,,,,,,,
Ram,1500,2017,Crew Cab,6.5 ft,,,,,,,,
Ram,1500,2018,Regular Cab,8 ft,,,,,,,,
Ram,1500,2018,Regular Cab,6.5 ft,,,,,,,,
Ram,1500,2018,Extended Cab,6 ft,,,,,,,,
Ram,1500,2018,Extended Cab,6.5 ft,,,,,,,,
Ram,1500,2018,Crew Cab,5 ft,,,,,,,,
Ram,1500,2018,Crew Cab,5.5 ft,,,,,,,,
Ram,1500,2018,Crew Cab,5.75 ft,,,,,,,,
Ram,1500,2018,Crew Cab,6.5 ft,,,,,,,,
Ram,1500,2019,Regular Cab,8 ft,,,,,,,,
Ram,1500,2019,Regular Cab,6.5 ft,,,,,,,,
Ram,1500,2019,Extended Cab,6 ft,,,,,,,,
Ram,1500,2019,Extended Cab,6.5 ft,,,,,,,,
Ram,1500,2019,Crew Cab,5 ft,,,,,,,,
Ram,1500,2019,Crew Cab,5.5 ft,,,,,,,,
Ram,1500,2019,Crew Cab,5.75 ft,,,,,,,,
Ram,1500,2019,Crew Cab,6.5 ft,,,,,,,,
Ram,1500,2020,Regular Cab,8 ft,,,,,,,,
Ram,1500,2020,Regular Cab,6.5 ft,,,,,,,,
Ram,1500,2020,Extended Cab,6 ft,,,,,,,,
Ram,1500,2020,Extended Cab,6.5 ft,,,,,,,,
Ram,1500,2020,Crew Cab,5 ft,,,,,,,,
Ram,1500,2020,Crew Cab,5.5 ft,,,,,,,,
Ram,1500,2020,Crew Cab,5.75 ft,,,,,,,,
Ram,1500,2020,Crew Cab,6.5 ft,,,,,,,,
Ram,1500,2021,Regular Cab,8 ft,,,,,,,,
Ram,1500,2021,Regular Cab,6.5 ft,,,,,,,,
Ram,1500,2021,Extended Cab,6 ft,,,,,,,,
Ram,1500,2021,Extended Cab,6.5 ft,,,,,,,,
Ram,1500,2021,Crew Cab,5 ft,,,,,,,,
Ram,1500,2021,Crew Cab,5.5 ft,,,,,,,,
Ram,1500,2021,Crew Cab,5.75 ft,,,,,,,,
Ram,1500,2021,Crew Cab,6.5 ft,,,,,,,,
Ram,1500,2022,Regular Cab,8 ft,,,,,,,,
Ram,1500,2022,Regular Cab,6.5 ft,,,,,,,,
Ram,1500,2022,Extended Cab,6 ft,,,,,,,,
Ram,1500,2022,Extended Cab,6.5 ft,,,,,,,,
Ram,1500,2022,Crew Cab,5 ft,,,,,,,,
Ram,1500,2022,Crew Cab,5.5 ft,,,,,,,,
Ram,1500,2022,Crew Cab,5.75 ft,,,,,,,,
Ram,1500,2022,Crew Cab,6.5 ft,,,,,,,,
